Stkcd,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
300247.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600163.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
002045.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000682.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601011.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300101.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002459.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
601169.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000937.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600395.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300045.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300227.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000535.XSHE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
002621.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002163.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
000009.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002077.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600110.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002593.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000502.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603035.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300304.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300378.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002801.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000900.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300642.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000543.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002582.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600355.XSHG,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
300689.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002535.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002484.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600649.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300517.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603318.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300632.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002540.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300579.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603183.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600532.XSHG,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
600898.XSHG,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
600567.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600766.XSHG,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0
600580.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300262.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002224.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603683.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601336.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603989.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000739.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600700.XSHG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
603429.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002019.XSHE,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
603515.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300270.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002129.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600996.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300684.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600205.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600517.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000723.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603079.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000521.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002873.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002802.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002422.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300445.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000881.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000413.XSHE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
002479.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002152.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002614.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600613.XSHG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
002324.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300644.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002207.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
002068.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603669.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000004.XSHE,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
600565.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002093.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603970.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600201.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002762.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600661.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600842.XSHG,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
600706.XSHG,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
300272.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603816.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002896.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600641.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002450.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300582.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002836.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002429.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002730.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600745.XSHG,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
600667.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603329.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300205.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601878.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300405.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002268.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601108.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603099.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603089.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300560.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000691.XSHE,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1
002430.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600243.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300041.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002743.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000953.XSHE,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
002708.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300014.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603111.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600710.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
002555.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600100.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300306.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300541.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603007.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000567.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000038.XSHE,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
600540.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300722.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300073.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603313.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603718.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600121.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300279.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600987.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600372.XSHG,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
002219.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603288.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002623.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300046.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601006.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002768.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002228.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000925.XSHE,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
002673.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603813.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603159.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002627.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002812.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002858.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300706.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002886.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000030.XSHE,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
600467.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603517.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603041.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002610.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300554.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002171.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300695.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002815.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002053.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603798.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002340.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601969.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300087.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300275.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600196.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002516.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002417.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
300223.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600582.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600699.XSHG,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
002690.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002141.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601377.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603160.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600256.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000735.XSHE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
600319.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
002227.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300584.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002368.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603998.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600587.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000584.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002809.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300583.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600868.XSHG,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
002634.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600791.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603688.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600396.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603369.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002374.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000969.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002110.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600005.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600237.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002020.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600266.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601008.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603909.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600368.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603258.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603333.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600206.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002780.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300540.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601985.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600788.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603708.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300626.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603355.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002420.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002509.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300360.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300542.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600664.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300001.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002264.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300611.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600317.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300225.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600128.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002145.XSHE,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
603808.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600864.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600335.XSHG,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
002847.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600983.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002119.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002581.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300558.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600039.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002090.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600268.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300086.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000799.XSHE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
002085.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000912.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
000010.XSHE,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
600855.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603218.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000012.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300131.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300549.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000668.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300094.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600684.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600030.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300051.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002658.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002082.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000610.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300298.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002702.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603833.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300677.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300507.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002208.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300315.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603856.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603811.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300150.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600088.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002788.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603917.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002838.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002574.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600428.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000836.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300158.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601958.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600752.XSHG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
300250.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002248.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
600399.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002292.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601789.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600118.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603601.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600865.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002196.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002075.XSHE,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
600555.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
002589.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600834.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600571.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002254.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600190.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600056.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600889.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002240.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600880.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002299.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600275.XSHG,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
603499.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300648.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600630.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300276.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603729.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002818.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600410.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600973.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002166.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601231.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300698.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000572.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002515.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002279.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603380.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603311.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603335.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002401.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300455.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300153.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000619.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600058.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002100.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000507.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000042.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603557.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600753.XSHG,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
601939.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000549.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002094.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300573.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002319.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601882.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300076.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600963.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002559.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300198.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
