ReportID,RelativeRecommendation,RelativeAnaExperience,RelativeCoNumber,RelativeNumber,IsStarAnalyst,AnalystExperience,FollowCoNumber,ForecastNumber,roe,LOSS
7701251,0.0,-6.38,5.96,-2.09,0.0,4.82,25.0,80.0,0.1059648047385949,0.0
7691287,0.0,-3.93,10.0,126.26,0.0,7.29,27.0,152.0,0.1059648047385949,0.0
7688109,0.0,-3.76,-11.0,-38.74,0.0,7.46,8.0,39.0,0.1059648047385949,0.0
7683419,-1.0,-7.9,-12.96,-54.17,0.0,3.34,7.0,37.0,0.1059648047385949,0.0
7669159,0.0,-5.98,-6.74,-36.26,0.0,5.29,18.0,49.0,0.1059648047385949,0.0
7663115,0.0,-3.82,-10.48,-38.17,0.0,7.46,8.0,39.0,0.1059648047385949,0.0
7650795,0.0,-3.17,-13.46,-68.71,0.0,8.01,5.0,8.0,0.1059648047385949,0.0
7650295,0.0,-9.02,-15.93,-80.71,0.0,2.22,4.0,8.0,0.1059648047385949,0.0
7648495,-1.0,5.01,-6.58,-57.54,1.0,16.18,19.0,38.0,0.1059648047385949,0.0
7647819,-1.0,10.58,1.54,17.29,0.0,21.76,4.0,11.0,0.1059648047385949,0.0
7645919,-1.0,-1.4,-0.46,-21.71,0.0,9.78,22.0,61.0,0.1059648047385949,0.0
7645623,-1.0,23.09,20.54,86.29,0.0,36.19,2.0,4.0,0.1059648047385949,0.0
7644787,0.0,-5.89,-5.46,-35.71,0.0,5.29,18.0,49.0,0.1059648047385949,0.0
7644699,0.0,-6.36,6.54,-14.71,0.0,4.82,23.0,70.0,0.1059648047385949,0.0
7643515,-1.0,-4.27,-1.46,-38.71,0.0,6.91,11.0,22.0,0.1059648047385949,0.0
7643499,-1.0,0.12,5.42,110.46,0.0,11.29,23.0,72.0,0.1059648047385949,0.0
7643031,0.0,-2.31,-1.46,17.29,1.0,8.87,14.0,56.0,0.1059648047385949,0.0
7642839,-1.0,0.11,5.54,109.29,0.0,11.29,23.0,72.0,0.1059648047385949,0.0
7642811,0.0,-6.36,6.54,-0.71,0.0,4.82,25.0,80.0,0.1059648047385949,0.0
7640529,0.0,4.87,-5.46,-47.71,0.0,16.04,2.0,3.0,0.1059648047385949,0.0
7640501,0.0,23.09,63.07,274.29,1.0,36.0,22.0,49.0,0.1059648047385949,0.0
7640409,0.0,-5.91,9.54,53.29,0.0,5.27,24.0,118.0,0.1059648047385949,0.0
7640341,-1.0,5.0,-6.46,-57.71,1.0,16.18,19.0,38.0,0.1059648047385949,0.0
7640293,0.0,-3.89,11.54,117.29,0.0,7.29,27.0,152.0,0.1059648047385949,0.0
7640109,-1.0,-7.89,-13.93,-59.71,0.0,3.34,7.0,37.0,0.1059648047385949,0.0
7639841,0.0,-8.16,-8.46,-65.71,0.0,3.02,20.0,26.0,0.1059648047385949,0.0
7638419,0.0,-3.72,-9.46,-35.71,0.0,7.46,8.0,39.0,0.1059648047385949,0.0
7616897,0.0,-2.08,-7.54,-28.31,0.0,7.46,8.0,39.0,0.1059648047385949,0.0
7615835,-1.0,1.01,1.45,-16.36,0.0,9.78,22.0,61.0,0.1059648047385949,0.0
7611839,-1.0,19.48,-0.46,56.62,0.0,29.01,5.0,31.0,0.1059648047385949,0.0
7607919,0.0,-4.28,11.54,57.46,0.0,5.27,24.0,118.0,0.1059648047385949,0.0
7606747,0.0,-2.25,13.54,121.62,0.0,7.29,27.0,152.0,0.1059648047385949,0.0
7606475,-1.0,12.22,3.54,25.62,0.0,21.76,4.0,11.0,0.1059648047385949,0.0
7604351,0.0,-4.71,6.54,4.62,0.0,4.82,25.0,80.0,0.1059648047385949,0.0
7602507,-1.0,-6.19,-11.46,-43.38,0.0,3.34,7.0,37.0,0.1059648047385949,0.0
7537393,-1.0,18.03,-4.44,38.88,0.0,29.01,5.0,31.0,0.1059648047385949,0.0
7535819,0.0,-6.0,8.0,37.88,0.0,5.27,24.0,118.0,0.1059648047385949,0.0
7534489,0.0,4.78,-7.0,-50.12,0.0,16.04,2.0,3.0,0.1059648047385949,0.0
7530497,0.0,-3.69,9.56,100.88,0.0,7.29,27.0,152.0,0.1059648047385949,0.0
7529185,-1.0,-7.62,-15.44,-60.0,0.0,3.34,7.0,37.0,0.1059648047385949,0.0
7516907,0.0,-3.72,9.53,93.76,0.0,7.29,27.0,152.0,0.1059648047385949,0.0
7512203,0.0,-3.13,-10.47,-47.12,0.0,7.88,8.0,11.0,0.1059648047385949,0.0
7509715,-1.0,-7.67,-16.47,-67.12,0.0,3.34,7.0,37.0,0.1059648047385949,0.0
7496951,0.0,-3.87,-12.19,-55.25,0.0,7.46,8.0,39.0,0.1059648047385949,0.0
7486267,0.0,-6.57,2.81,-34.06,0.0,4.82,23.0,70.0,0.1059648047385949,0.0
7481391,-1.0,-8.04,-17.19,-71.94,0.0,3.34,7.0,37.0,0.1059648047385949,0.0
7480005,0.0,-3.93,-12.19,-55.94,0.0,7.46,8.0,39.0,0.1059648047385949,0.0
7452363,0.0,-4.0,-12.19,-56.5,0.0,7.46,8.0,39.0,0.1059648047385949,0.0
7450067,-1.0,-2.75,-4.88,-50.24,0.0,9.78,22.0,61.0,0.1059648047385949,0.0
7444623,-1.0,-9.18,-16.88,-76.24,0.0,3.34,7.0,37.0,0.1059648047385949,0.0
7443955,-1.0,16.48,-4.88,22.76,0.0,29.01,5.0,31.0,0.1059648047385949,0.0
7443527,0.0,-7.24,-9.88,-58.24,0.0,5.29,18.0,49.0,0.1059648047385949,0.0
7441669,0.0,-5.24,9.12,82.76,0.0,7.29,27.0,152.0,0.1059648047385949,0.0
7441581,0.0,-7.7,-0.88,-32.24,0.0,4.82,25.0,80.0,0.1059648047385949,0.0
7441089,0.0,-7.26,6.12,14.76,0.0,5.27,24.0,118.0,0.1059648047385949,0.0
7437197,0.0,-5.78,-13.07,-69.53,0.0,7.46,8.0,39.0,0.1059648047385949,0.0
7434871,0.0,-6.16,-22.38,-96.38,0.0,7.88,8.0,11.0,0.1059648047385949,0.0
7434139,-1.0,7.37,-13.87,-48.4,0.0,21.76,4.0,11.0,0.1059648047385949,0.0
7434135,0.0,21.61,48.13,214.6,1.0,36.0,22.0,49.0,0.1059648047385949,0.0
7434131,0.0,-9.21,-8.38,-79.38,0.0,4.82,23.0,70.0,0.1059648047385949,0.0
7434083,0.0,-9.21,-12.38,-74.38,0.0,4.82,25.0,80.0,0.1059648047385949,0.0
7432925,0.0,7.74,-9.87,-79.4,0.0,22.13,12.0,23.0,0.1059648047385949,0.0
7432857,0.0,-6.74,-2.38,40.63,0.0,7.29,27.0,152.0,0.1059648047385949,0.0
7431715,-1.0,-11.05,-29.87,-125.4,0.0,3.34,7.0,37.0,0.1059648047385949,0.0
7430151,0.0,-4.69,-21.85,-98.46,0.0,7.46,8.0,39.0,0.1059648047385949,0.0
7395425,0.0,-6.87,-19.85,-96.38,0.0,5.29,18.0,49.0,0.1059648047385949,0.0
7391861,0.0,-6.89,-3.85,-23.38,0.0,5.27,24.0,118.0,0.1059648047385949,0.0
7383045,0.0,-4.87,-0.85,44.62,0.0,7.29,27.0,152.0,0.1059648047385949,0.0
7379091,-1.0,-8.78,-26.85,-116.15,0.0,3.34,7.0,37.0,0.1059648047385949,0.0
7322683,0.0,-4.38,-20.43,-94.86,0.0,7.46,8.0,39.0,0.1059648047385949,0.0
7320041,0.0,-4.45,-20.43,-95.57,0.0,7.46,8.0,39.0,0.1059648047385949,0.0
7317485,1.0,-1.3,-8.82,-21.97,0.0,6.03,2.0,2.0,0.20623022098704197,1.0
7317425,0.0,-6.05,-7.29,-58.0,0.0,4.82,25.0,80.0,0.1059648047385949,0.0
7315529,0.0,-5.6,-0.29,-11.82,0.0,5.27,24.0,118.0,0.1059648047385949,0.0
7315423,-1.0,18.14,-11.29,2.59,0.0,29.01,5.0,31.0,0.1059648047385949,0.0
7315087,0.0,-6.68,-20.52,-80.05,0.0,3.34,7.0,37.0,0.1059648047385949,0.0
7314307,0.0,-5.58,-16.29,-78.41,0.0,5.29,18.0,49.0,0.1059648047385949,0.0
7314131,0.0,11.73,-4.52,-0.05,0.0,21.76,4.0,11.0,0.1059648047385949,0.0
7313979,0.0,-3.58,2.71,57.59,0.0,7.29,27.0,152.0,0.1059648047385949,0.0
7311801,1.0,-2.57,-15.52,-63.05,0.0,7.46,8.0,39.0,0.1059648047385949,0.0
7309447,1.0,-4.59,3.96,65.64,0.0,7.29,27.0,152.0,0.1059648047385949,0.0
7309443,0.0,-0.59,-2.04,76.64,0.0,11.29,23.0,72.0,0.1059648047385949,0.0
7307799,1.0,-6.61,0.92,-3.08,0.0,5.27,24.0,118.0,0.1059648047385949,0.0
7306671,1.0,-7.06,-2.04,-47.36,0.0,4.82,23.0,70.0,0.1059648047385949,0.0
7306543,1.0,-6.59,-15.04,-66.36,0.0,5.29,18.0,49.0,0.1059648047385949,0.0
7304095,1.0,-4.37,-16.92,-71.2,0.0,7.46,8.0,39.0,0.1059648047385949,0.0
7288487,0.0,17.45,-8.23,63.58,0.0,29.5,14.0,25.0,0.1059648047385949,0.0
7287181,1.0,-6.78,2.77,-2.42,0.0,5.27,24.0,118.0,0.1059648047385949,0.0
7285667,0.0,-7.22,-9.15,-52.81,0.0,4.82,25.0,80.0,0.1059648047385949,0.0
7285703,1.0,-4.75,5.85,48.19,0.0,7.29,27.0,152.0,0.1059648047385949,0.0
7282711,1.0,-6.78,-16.08,-66.42,0.0,5.29,18.0,49.0,0.1059648047385949,0.0
7281371,0.0,13.78,115.13,380.5,0.0,25.83,69.0,122.0,0.1059648047385949,0.0
7280855,0.0,-8.71,-22.08,-82.27,0.0,3.34,7.0,37.0,0.1059648047385949,0.0
7266933,1.0,-7.25,-2.88,-55.35,0.0,4.82,23.0,70.0,0.1059648047385949,0.0
7260895,0.0,-8.73,-21.88,-83.35,0.0,3.34,7.0,37.0,0.1059648047385949,0.0
7252885,1.0,-6.84,3.42,-5.19,0.0,5.27,24.0,118.0,0.1059648047385949,0.0
7240975,1.0,-7.31,-3.54,-56.62,0.0,4.82,23.0,70.0,0.1059648047385949,0.0
7235311,1.0,-4.85,5.46,40.38,0.0,7.29,27.0,152.0,0.1059648047385949,0.0
7232217,1.0,-6.89,3.46,-5.31,0.0,5.27,24.0,118.0,0.1059648047385949,0.0
7230773,1.0,-3.75,-12.54,-11.31,0.0,8.4,8.0,18.0,0.1059648047385949,0.0
7223365,0.0,9.57,-4.27,2.77,0.0,21.76,4.0,11.0,0.1059648047385949,0.0
7212159,1.0,-6.54,2.76,-7.96,0.0,5.27,24.0,118.0,0.1059648047385949,0.0
7203005,1.0,-3.45,-12.16,-12.4,0.0,8.4,8.0,18.0,0.1059648047385949,0.0
7200097,0.0,5.02,-4.13,-57.26,0.0,17.27,1.0,1.0,0.1059648047385949,0.0
7198499,1.0,-6.59,2.04,-11.72,0.0,5.27,24.0,118.0,0.1059648047385949,0.0
7194661,1.0,-1.71,14.04,34.36,0.0,10.16,24.0,30.0,0.1059648047385949,0.0
7193897,0.0,-6.28,-19.96,-79.64,0.0,5.59,5.0,8.0,0.1059648047385949,0.0
7191705,0.0,17.63,-6.96,67.36,0.0,29.5,14.0,25.0,0.1059648047385949,0.0
7188923,0.0,21.78,51.65,240.76,1.0,36.0,22.0,49.0,0.1059648047385949,0.0
7188147,1.0,-4.37,-13.13,-54.26,0.0,7.88,8.0,11.0,0.1059648047385949,0.0
7187255,1.0,-4.79,-14.13,-65.26,0.0,7.46,8.0,39.0,0.1059648047385949,0.0
7186719,0.0,-7.42,-12.13,-60.26,0.0,4.82,25.0,80.0,0.1059648047385949,0.0
7186181,0.0,-2.47,-15.13,-54.26,0.0,9.78,22.0,61.0,0.1059648047385949,0.0
7186133,1.0,-6.98,1.87,-15.26,0.0,5.27,24.0,118.0,0.1059648047385949,0.0
7185973,0.0,-0.96,0.87,59.74,0.0,11.29,23.0,72.0,0.1059648047385949,0.0
7185325,1.0,-6.96,-17.13,-67.26,0.0,5.29,18.0,49.0,0.1059648047385949,0.0
7185041,1.0,-4.96,5.87,33.74,0.0,7.29,27.0,152.0,0.1059648047385949,0.0
7184817,1.0,-7.42,-3.13,-59.26,0.0,4.82,23.0,70.0,0.1059648047385949,0.0
7184593,0.0,-5.34,-7.13,-55.26,0.0,6.91,11.0,22.0,0.1059648047385949,0.0
7184253,0.0,-8.48,-18.35,-85.24,0.0,5.74,9.0,12.0,0.1059648047385949,0.0
7184149,-1.0,23.09,10.65,56.76,0.0,36.19,2.0,4.0,0.1059648047385949,0.0
7184109,0.0,3.93,-19.13,-77.26,1.0,16.18,19.0,38.0,0.1059648047385949,0.0
7183789,1.0,-3.85,-12.13,-15.26,0.0,8.4,8.0,18.0,0.1059648047385949,0.0
7183565,0.0,-8.9,-22.13,-82.26,0.0,3.34,7.0,37.0,0.1059648047385949,0.0
7183533,-1.0,11.61,115.13,380.5,0.0,25.83,69.0,122.0,0.1059648047385949,0.0
7178995,0.0,-5.17,-21.0,-76.42,0.0,5.29,18.0,49.0,0.1059648047385949,0.0
7178307,0.0,-6.05,-4.07,-61.93,0.0,4.82,23.0,70.0,0.1059648047385949,0.0
7177229,-1.0,18.63,-8.07,64.07,0.0,29.5,14.0,25.0,0.1059648047385949,0.0
7176613,0.0,-5.58,-18.07,-68.93,0.0,5.29,18.0,49.0,0.1059648047385949,0.0
7176137,0.0,-3.58,4.93,31.07,0.0,7.29,27.0,152.0,0.1059648047385949,0.0
7176081,-1.0,15.37,115.13,380.5,0.0,25.83,69.0,122.0,0.1059648047385949,0.0
7176041,-1.0,-7.53,-23.07,-83.93,0.0,3.34,7.0,37.0,0.1059648047385949,0.0
7174777,0.0,-2.06,-16.0,-23.42,0.0,8.4,8.0,18.0,0.1059648047385949,0.0
7173861,-1.0,-6.35,-23.0,-85.42,0.0,4.11,4.0,5.0,0.1059648047385949,0.0
7172459,-1.0,14.26,115.13,380.5,0.0,25.83,69.0,122.0,0.1059648047385949,0.0
7172355,0.0,-5.83,-21.4,-87.7,0.0,5.74,9.0,12.0,0.1059648047385949,0.0
7171039,0.0,-3.17,-20.4,-39.7,0.0,8.4,8.0,18.0,0.1059648047385949,0.0
7170979,0.0,-3.17,2.0,23.58,0.0,7.29,27.0,152.0,0.1059648047385949,0.0
7106821,0.0,-7.09,-11.67,-59.0,0.0,5.27,24.0,118.0,0.1059648047385949,0.0
7104455,-1.0,0.29,-30.38,-59.38,0.0,13.67,1.0,2.0,0.1059648047385949,0.0
7099075,0.0,-6.09,-9.38,-21.38,0.0,7.29,27.0,152.0,0.1059648047385949,0.0
7098399,-1.0,11.69,115.13,380.5,0.0,25.83,69.0,122.0,0.1059648047385949,0.0
6659003,0.0,-2.43,-4.5,8.75,0.0,8.4,8.0,18.0,0.1059648047385949,0.0
5487091,-1.0,2.76,-9.25,11.13,0.0,13.67,1.0,2.0,0.1059648047385949,0.0
5480487,0.0,-5.64,3.75,-21.88,0.0,5.27,24.0,118.0,0.1059648047385949,0.0
5480435,0.0,23.09,24.75,72.13,1.0,36.09,7.0,7.0,0.1059648047385949,0.0
5477963,0.0,-2.5,-4.25,7.13,0.0,8.4,8.0,18.0,0.1059648047385949,0.0
4830723,0.0,23.09,17.3,48.2,1.0,32.03,18.0,51.0,0.08307405046636625,0.0
2500003,-1.0,0.25,-14.26,-6.0,0.0,9.61,5.0,35.0,0.08307405046636625,0.0
2496671,0.0,-6.32,-11.26,-38.04,0.0,3.04,9.0,34.0,0.08307405046636625,0.0
2495323,0.0,-6.13,5.74,22.0,0.0,3.23,27.0,96.0,0.08307405046636625,0.0
2495311,0.0,-8.13,-15.26,-61.0,0.0,1.23,5.0,11.0,0.08307405046636625,0.0
2492751,0.0,-4.98,-9.22,-13.83,0.0,4.34,11.0,59.0,0.08307405046636625,0.0
2409707,-1.0,-0.01,-14.04,-6.96,0.0,9.61,5.0,35.0,0.08307405046636625,0.0
2407799,0.0,-8.4,-16.04,-61.87,0.0,1.23,5.0,11.0,0.08307405046636625,0.0
2405651,0.0,-8.87,-11.04,-58.87,0.0,0.77,9.0,14.0,0.08307405046636625,0.0
2404603,0.0,-5.27,-9.04,-19.52,0.0,4.34,11.0,59.0,0.08307405046636625,0.0
2403471,0.0,-6.4,3.96,20.13,0.0,3.23,27.0,96.0,0.08307405046636625,0.0
2403023,0.0,-6.59,-11.04,-38.87,0.0,3.04,9.0,34.0,0.08307405046636625,0.0
2402483,0.0,-7.86,-2.64,-47.68,0.0,1.21,19.0,30.0,0.08307405046636625,0.0
2401303,0.0,-8.3,-12.64,-62.68,0.0,0.77,9.0,14.0,0.08307405046636625,0.0
2400483,0.0,-5.29,-9.04,-17.87,0.0,4.34,11.0,59.0,0.08307405046636625,0.0
2396667,0.0,-7.05,-14.09,-59.43,0.0,1.69,7.0,12.0,0.08307405046636625,0.0
2396067,-1.0,9.87,115.13,380.5,0.0,21.78,54.0,118.0,0.08307405046636625,0.0
2394023,0.0,-2.21,-1.64,-43.68,0.0,6.86,18.0,26.0,0.08307405046636625,0.0
2393611,0.0,12.98,-17.33,-61.75,0.0,22.27,1.0,1.0,0.08307405046636625,0.0
2386011,0.0,22.97,17.36,49.32,1.0,32.03,18.0,51.0,0.08307405046636625,0.0
2385771,0.0,-5.67,-11.64,-55.68,0.0,3.4,9.0,17.0,0.08307405046636625,0.0
2384703,0.0,6.73,-7.64,-1.68,0.0,15.8,7.0,15.0,0.08307405046636625,0.0
2384683,-1.0,-9.38,-19.38,-75.23,0.0,2.53,4.0,14.0,0.08307405046636625,0.0
2383691,-1.0,16.38,-4.64,74.32,0.0,25.44,10.0,41.0,0.08307405046636625,0.0
2383383,0.0,-7.83,-16.64,-64.68,0.0,1.23,5.0,11.0,0.08307405046636625,0.0
2382423,-1.0,-6.21,-5.64,-47.68,0.0,2.86,15.0,24.0,0.08307405046636625,0.0
2382131,0.0,-7.57,-12.38,-40.23,0.0,4.34,11.0,59.0,0.08307405046636625,0.0
2381663,-1.0,-2.3,-17.38,-26.23,0.0,9.61,5.0,35.0,0.08307405046636625,0.0
2381439,-1.0,-1.83,3.36,67.32,0.0,7.23,24.0,68.0,0.08307405046636625,0.0
2380675,0.0,-5.83,3.36,13.32,0.0,3.23,27.0,96.0,0.08307405046636625,0.0
2325635,0.0,12.91,4.18,40.64,0.0,24.96,8.0,37.0,0.08307405046636625,0.0
2314959,-1.0,-2.44,-5.82,5.64,0.0,9.61,5.0,35.0,0.08307405046636625,0.0
2314903,0.0,19.98,26.18,59.64,1.0,32.03,18.0,51.0,0.08307405046636625,0.0
2314679,0.0,-1.28,-6.89,-47.56,0.0,12.86,3.0,4.0,0.08307405046636625,0.0
2314431,-1.0,13.39,4.18,89.64,0.0,25.44,10.0,41.0,0.08307405046636625,0.0
2313687,0.0,-9.01,-3.82,-27.36,0.0,3.04,9.0,34.0,0.08307405046636625,0.0
2313599,0.0,-10.82,-8.82,-48.36,0.0,1.23,5.0,11.0,0.08307405046636625,0.0
2309791,0.0,-7.71,-0.82,-13.36,0.0,4.34,11.0,59.0,0.08307405046636625,0.0
2305911,0.0,1.66,0.11,7.44,0.0,15.8,7.0,15.0,0.08307405046636625,0.0
2265431,0.0,-6.39,-14.73,-46.04,0.0,4.34,11.0,59.0,0.08307405046636625,0.0
2245839,0.0,14.17,-9.65,9.5,0.0,24.96,8.0,37.0,0.08307405046636625,0.0
2245659,0.0,-7.74,-19.65,-64.65,0.0,3.04,9.0,34.0,0.08307405046636625,0.0
2244511,0.0,21.25,12.35,26.5,1.0,32.03,18.0,51.0,0.08307405046636625,0.0
2242863,-1.0,14.66,-10.65,56.5,0.0,25.44,10.0,41.0,0.08307405046636625,0.0
2240999,-1.0,-0.95,-22.04,-29.29,0.0,9.61,5.0,35.0,0.08307405046636625,0.0
2160575,0.0,-8.36,-17.36,-60.32,0.0,3.04,9.0,34.0,0.08307405046636625,0.0
2156327,-1.0,23.09,21.2,82.5,0.0,36.19,4.0,5.0,0.08307405046636625,0.0
2148815,0.0,-3.83,7.64,15.68,1.0,7.58,36.0,104.0,0.08307405046636625,0.0
2148619,0.0,-7.58,-14.36,-59.32,0.0,3.82,10.0,29.0,0.08307405046636625,0.0
2148059,0.0,-5.31,3.64,-8.32,0.0,6.1,35.0,76.0,0.08307405046636625,0.0
2147935,0.0,-4.55,-15.36,-65.32,0.0,6.86,18.0,26.0,0.08307405046636625,0.0
2147895,-1.0,-8.55,-14.36,-65.32,0.0,2.86,15.0,24.0,0.08307405046636625,0.0
2147503,-1.0,10.37,115.13,380.5,0.0,21.78,54.0,118.0,0.08307405046636625,0.0
2147487,0.0,-6.6,-8.36,-45.32,0.0,4.81,21.0,50.0,0.08307405046636625,0.0
2147335,0.0,13.85,13.64,228.68,0.0,25.26,17.0,75.0,0.08307405046636625,0.0
2146855,-1.0,14.04,-8.36,56.68,0.0,25.44,10.0,41.0,0.08307405046636625,0.0
2146615,0.0,5.55,-17.36,-66.32,0.0,16.96,4.0,5.0,0.08307405046636625,0.0
2146335,-1.0,-3.86,-2.36,-36.32,0.0,7.54,28.0,46.0,0.08307405046636625,0.0
2146295,0.0,-9.72,-21.36,-73.32,0.0,1.69,7.0,12.0,0.08307405046636625,0.0
2146147,0.0,20.63,11.64,19.68,1.0,32.03,18.0,51.0,0.08307405046636625,0.0
2145959,-1.0,-1.8,-18.36,-23.32,0.0,9.61,5.0,35.0,0.08307405046636625,0.0
2145843,-1.0,-8.95,-20.36,-72.32,0.0,2.46,6.0,8.0,0.08307405046636625,0.0
2145235,0.0,-7.06,-14.36,-48.32,0.0,4.34,11.0,59.0,0.08307405046636625,0.0
2145067,-1.0,-11.77,-15.8,-75.5,0.0,2.53,4.0,14.0,0.08307405046636625,0.0
2144911,0.0,-8.17,-0.36,-28.32,0.0,3.23,27.0,96.0,0.08307405046636625,0.0
2132559,0.0,-7.27,-5.83,-42.5,0.0,4.34,11.0,59.0,0.08307405046636625,0.0
2058599,0.0,-8.66,9.0,-24.83,0.0,3.23,27.0,96.0,0.08307405046636625,0.0
2056919,-1.0,-2.44,-9.5,-16.67,0.0,9.61,5.0,35.0,0.08307405046636625,0.0
2056671,0.0,13.36,22.0,230.17,0.0,25.26,17.0,75.0,0.08307405046636625,0.0
2056599,0.0,-7.55,-8.0,-47.83,0.0,4.34,11.0,59.0,0.08307405046636625,0.0
2043835,0.0,13.06,2.0,20.17,0.0,24.96,8.0,37.0,0.08307405046636625,0.0
2032027,0.0,-9.01,-8.5,-53.67,0.0,3.04,9.0,34.0,0.08307405046636625,0.0
1455656,0.0,1.53,-1.82,2.03,0.0,8.87,5.0,7.0,0.20623022098704197,1.0
998489,0.0,-1.19,3.07,-5.0,0.0,3.68,14.0,28.0,0.20623022098704197,1.0
1994847,0.0,21.21,16.71,19.12,1.0,32.03,18.0,51.0,0.08307405046636625,0.0
1958639,-1.0,16.12,0.0,59.53,0.0,25.44,10.0,41.0,0.08307405046636625,0.0
1956647,0.0,-4.51,-2.0,-42.47,0.0,4.81,21.0,50.0,0.08307405046636625,0.0
1956507,0.0,-6.09,8.0,-31.47,0.0,3.23,27.0,96.0,0.08307405046636625,0.0
1956395,0.0,15.93,21.0,224.53,0.0,25.26,17.0,75.0,0.08307405046636625,0.0
1956039,0.0,15.63,1.0,13.53,0.0,24.96,8.0,37.0,0.08307405046636625,0.0
1953951,-1.0,0.12,-10.13,-20.75,0.0,9.61,5.0,35.0,0.08307405046636625,0.0
1952979,0.0,-4.98,-9.0,-51.47,0.0,4.34,11.0,59.0,0.08307405046636625,0.0
1952931,-1.0,-6.96,-13.13,-66.75,0.0,2.53,4.0,14.0,0.08307405046636625,0.0
1886363,0.0,15.09,20.13,215.27,0.0,25.26,17.0,75.0,0.08307405046636625,0.0
1872467,0.0,-7.2,-11.67,-64.93,0.0,3.04,9.0,34.0,0.08307405046636625,0.0
1865755,0.0,14.77,0.33,7.33,0.0,24.96,8.0,37.0,0.08307405046636625,0.0
1858915,0.0,-7.01,4.33,-41.93,0.0,3.23,27.0,96.0,0.08307405046636625,0.0
1858783,0.0,15.02,20.33,212.07,0.0,25.26,17.0,75.0,0.08307405046636625,0.0
1857527,-1.0,-4.47,-7.67,-42.67,0.0,5.72,6.0,18.0,0.08307405046636625,0.0
1855987,-1.0,15.26,-1.67,51.33,0.0,25.44,10.0,41.0,0.08307405046636625,0.0
1855127,-1.0,-0.58,-10.67,-26.67,0.0,9.61,5.0,35.0,0.08307405046636625,0.0
1826003,-1.0,-2.83,-14.33,-23.53,0.0,9.61,5.0,35.0,0.08307405046636625,0.0
1825975,0.0,-2.11,-8.33,-38.53,0.0,10.33,10.0,27.0,0.08307405046636625,0.0
1825895,-1.0,-5.21,4.67,33.47,0.0,7.23,24.0,68.0,0.08307405046636625,0.0
1822775,0.0,-5.09,6.67,14.47,1.0,7.36,23.0,41.0,0.08307405046636625,0.0
1821223,0.0,0.32,14.67,119.47,0.0,12.77,4.0,8.0,0.08307405046636625,0.0
1820635,-1.0,-8.66,-14.96,-58.36,0.0,3.97,5.0,9.0,0.08307405046636625,0.0
1819615,0.0,12.81,16.67,210.47,0.0,25.26,17.0,75.0,0.08307405046636625,0.0
1816051,0.0,-8.1,-13.33,-50.53,0.0,4.34,11.0,59.0,0.08307405046636625,0.0
1773443,0.0,12.2,-4.46,11.14,0.0,24.96,8.0,37.0,0.08307405046636625,0.0
1772043,-1.0,12.69,-5.46,50.14,0.0,25.44,10.0,41.0,0.08307405046636625,0.0
1771775,-1.0,-7.72,-12.27,-43.65,0.0,5.72,6.0,18.0,0.08307405046636625,0.0
1768683,-1.0,-3.83,-15.27,-30.65,0.0,9.61,5.0,35.0,0.08307405046636625,0.0
1767331,0.0,-9.71,-17.46,-61.86,0.0,3.04,9.0,34.0,0.08307405046636625,0.0
1762743,0.0,-9.52,-7.46,-52.86,0.0,3.23,27.0,96.0,0.08307405046636625,0.0
1454512,0.0,12.5,16.54,197.14,0.0,25.26,17.0,75.0,0.08307405046636625,0.0
1453942,-1.0,12.81,-7.06,45.21,0.0,25.44,10.0,41.0,0.08307405046636625,0.0
1652327,0.0,12.3,-6.06,2.3,0.0,24.96,8.0,37.0,0.08307405046636625,0.0
1648791,-1.0,-3.05,-16.06,-28.7,0.0,9.61,5.0,35.0,0.08307405046636625,0.0
1647395,-1.0,23.09,16.15,84.15,0.0,36.19,4.0,5.0,0.08307405046636625,0.0
1646767,0.0,-7.85,-15.06,-56.7,0.0,4.81,21.0,50.0,0.08307405046636625,0.0
1646651,0.0,12.6,13.94,185.3,0.0,25.26,17.0,75.0,0.08307405046636625,0.0
1645591,-1.0,-6.93,-13.06,-45.52,0.0,5.72,6.0,18.0,0.08307405046636625,0.0
1643695,0.0,12.37,-6.22,1.38,0.0,24.96,8.0,37.0,0.08307405046636625,0.0
1643595,0.0,-8.31,-15.06,-54.7,0.0,4.34,11.0,59.0,0.08307405046636625,0.0
1640311,0.0,5.3,3.78,-15.63,0.0,17.89,5.0,5.0,0.08307405046636625,0.0
1638439,0.0,-7.1,-13.22,-55.63,0.0,5.49,6.0,6.0,0.08307405046636625,0.0
1636107,0.0,3.15,-8.06,-8.52,0.0,15.8,7.0,15.0,0.08307405046636625,0.0
1635031,0.0,2.38,-8.22,-50.63,0.0,14.97,3.0,6.0,0.08307405046636625,0.0
1633667,0.0,-5.23,3.78,-8.63,1.0,7.36,23.0,41.0,0.08307405046636625,0.0
1633623,0.0,12.66,13.47,182.13,0.0,25.26,17.0,75.0,0.08307405046636625,0.0
1633211,0.0,10.73,-1.22,-7.63,0.0,23.31,8.0,15.0,0.08307405046636625,0.0
1632199,-1.0,-2.75,-12.53,-54.87,0.0,9.84,3.0,3.0,0.08307405046636625,0.0
1632071,0.0,-9.19,-20.53,-66.87,0.0,3.4,9.0,17.0,0.08307405046636625,0.0
