ReportID,RelativeRecommendation,RelativeAnaExperience,RelativeCoNumber,RelativeNumber,IsStarAnalyst,AnalystExperience,FollowCoNumber,ForecastNumber,roe,LOSS
9976585,0.0,3.19,-54.25,-137.25,0.0,7.42,9.0,14.0,0.038278154676556785,1.0
10029383,0.0,-5.59,30.86,73.57,0.0,5.66,100.0,280.0,0.038278154676556785,1.0
10026583,-1.0,-3.98,-5.14,-21.43,0.0,7.27,40.0,46.0,0.038278154676556785,1.0
10026511,-0.5,-5.34,-18.25,-42.5,0.0,2.46,4.0,4.0,0.11616749246454332,0.0
9970580,0.0,4.67,-4.5,-12.5,0.0,12.92,30.0,38.0,0.11616749246454332,0.0
7653755,0.0,-1.09,-7.0,-66.5,0.0,3.83,26.0,52.0,0.09576201000598847,0.0
7652123,0.0,1.09,7.0,66.5,0.0,6.01,32.0,148.0,0.09576201000598847,0.0
7305651,0.0,1.24,7.0,51.5,0.0,6.01,32.0,148.0,0.09576201000598847,0.0
7275027,0.0,-1.09,-10.0,-43.0,0.0,3.83,26.0,52.0,0.09576201000598847,0.0
7262619,0.0,1.09,10.0,43.0,0.0,6.01,32.0,148.0,0.09576201000598847,0.0
2360239,1.0,-1.81,-7.67,-150.0,0.0,5.49,22.0,63.0,0.12782499389946625,0.0
2358907,0.0,-5.34,0.33,-179.0,0.0,1.96,37.0,71.0,0.12782499389946625,0.0
2175143,0.0,-6.25,-12.0,-184.0,0.0,1.96,37.0,71.0,0.12782499389946625,0.0
1901443,0.5,-9.74,-14.25,-184.0,0.0,5.49,22.0,63.0,0.12782499389946625,0.0
1833699,0.0,-4.2,-3.0,114.33,1.0,14.47,36.0,112.0,0.12782499389946625,0.0
1831131,0.0,-2.41,-2.0,113.33,1.0,16.33,37.0,89.0,0.12782499389946625,0.0
1745939,-0.5,-4.69,-3.5,155.5,1.0,16.33,37.0,89.0,0.12782499389946625,0.0
1743475,0.5,4.69,3.5,-155.5,0.0,25.72,1.0,1.0,0.12782499389946625,0.0
9998076,0.0,-2.44,-5.2,-6.8,0.0,13.54,17.0,29.0,0.07990212050773636,1.0
10002362,0.0,6.72,-6.75,-22.0,0.0,17.6,27.0,44.0,0.1624283885295311,1.0
9933846,0.0,6.16,6.82,2.36,0.0,17.6,27.0,44.0,0.1624283885295311,1.0
10013535,-0.5,6.0,3.5,12.7,0.0,17.6,27.0,44.0,0.1624283885295311,1.0
10062624,0.0,10.15,14.25,-70.0,0.0,21.67,23.0,35.0,0.11525735834080339,1.0
9997861,0.0,0.74,-6.75,-57.0,0.0,11.62,25.0,50.0,0.1624283885295311,1.0
9981842,0.0,-0.74,3.5,11.0,0.0,7.58,3.0,4.0,0.07990212050773636,1.0
9998052,1.0,-12.55,-20.2,-59.8,1.0,2.29,18.0,65.0,0.07990212050773636,1.0
10054708,0.0,-2.17,1.0,168.22,1.0,12.28,35.0,190.0,0.11525735834080339,1.0
10057287,0.0,0.46,1.0,28.22,0.0,14.91,19.0,34.0,0.11525735834080339,1.0
10008809,0.5,-5.56,-12.17,-29.83,0.0,10.06,2.0,2.0,0.07990212050773636,1.0
10008820,0.5,9.22,3.83,12.17,1.0,24.84,25.0,57.0,0.07990212050773636,1.0
10023637,0.0,-6.83,-16.92,-54.75,0.0,4.38,6.0,6.0,0.1624283885295311,1.0
10023336,0.5,-5.26,-2.5,27.7,1.0,6.34,29.0,172.0,0.1624283885295311,1.0
9968571,0.0,-4.54,-14.75,55.0,1.0,6.34,29.0,172.0,0.1624283885295311,1.0
9968621,0.0,-4.36,-11.75,-21.25,1.0,2.29,18.0,65.0,0.07990212050773636,1.0
10047952,0.0,0.3,5.11,-31.0,0.0,15.69,22.0,31.0,0.11525735834080339,1.0
9982718,1.0,-1.28,5.0,18.0,0.0,3.52,20.0,62.0,0.14267480887032985,1.0
9982742,0.0,10.09,6.67,0.67,0.0,25.69,16.0,26.0,0.14267480887032985,1.0
10001829,1.0,2.97,-25.75,-92.17,0.0,14.11,4.0,8.0,0.1624283885295311,1.0
10021241,0.0,-5.81,-19.29,-43.0,0.0,0.74,5.0,5.0,0.07990212050773636,1.0
10063843,0.0,-4.67,-10.67,-130.33,0.0,4.16,20.0,32.0,0.11525735834080339,1.0
10063958,0.0,-6.8,-9.4,-150.6,0.0,3.0,33.0,82.0,0.11525735834080339,1.0
10077769,1.0,6.66,-9.67,-117.33,0.0,18.18,6.0,17.0,0.11525735834080339,1.0
10074929,0.0,4.06,9.5,184.5,1.0,12.28,35.0,190.0,0.11525735834080339,1.0
10055917,0.0,-11.23,-21.89,-115.0,0.0,4.16,20.0,32.0,0.11525735834080339,1.0
10055920,0.0,-5.08,-10.78,-98.22,0.0,9.48,19.0,23.0,0.11525735834080339,1.0
10004093,0.0,2.44,-8.25,-24.25,0.0,9.06,8.0,14.0,0.07990212050773636,1.0
9951532,0.5,3.46,2.0,2.5,0.0,10.04,9.0,13.0,0.14267480887032985,1.0
10024972,1.0,-10.65,-16.33,-49.67,0.0,4.99,25.0,58.0,0.1624283885295311,1.0
9972791,0.5,-4.65,-9.38,-6.63,1.0,2.29,18.0,65.0,0.07990212050773636,1.0
10053882,1.0,2.74,-24.0,-103.89,0.0,18.18,6.0,17.0,0.11525735834080339,1.0
10024128,-0.5,19.99,9.5,23.7,1.0,31.59,15.0,24.0,0.1624283885295311,1.0
9913757,0.0,-1.42,-2.0,-22.0,1.0,4.16,28.0,60.0,0.07990212050773636,1.0
9971387,1.0,-3.59,-3.57,7.57,0.0,9.76,23.0,44.0,0.07990212050773636,1.0
10020949,0.5,-3.39,4.5,25.7,1.0,8.21,35.0,180.0,0.1624283885295311,1.0
10058426,0.0,-8.03,-24.0,-91.8,0.0,4.16,20.0,32.0,0.11525735834080339,1.0
9994736,0.0,2.84,-4.67,-12.0,0.0,12.93,20.0,22.0,0.07990212050773636,1.0
10031042,1.0,-3.91,2.57,34.57,1.0,8.21,35.0,180.0,0.1624283885295311,1.0
10031021,0.0,2.52,-12.27,-39.55,0.0,14.37,9.0,12.0,0.1624283885295311,1.0
10013929,0.0,16.57,11.0,31.33,1.0,31.59,15.0,24.0,0.1624283885295311,1.0
9924157,1.0,3.3,-18.5,-111.0,0.0,18.18,6.0,17.0,0.11525735834080339,1.0
10063425,0.0,-1.1,4.25,150.0,1.0,10.41,36.0,198.0,0.11525735834080339,1.0
10021960,0.5,-4.98,-8.5,7.0,1.0,2.29,18.0,65.0,0.07990212050773636,1.0
10056684,0.0,-4.04,-4.0,162.22,1.0,10.41,36.0,198.0,0.11525735834080339,1.0
9990976,0.0,0.91,-0.67,-3.67,0.0,5.43,13.0,40.0,0.14267480887032985,1.0
9990636,1.0,-7.66,-1.33,-2.33,0.0,3.52,20.0,62.0,0.14267480887032985,1.0
10024186,0.5,6.95,20.5,56.7,0.0,18.56,44.0,69.0,0.1624283885295311,1.0
10037686,1.0,-3.23,2.82,93.36,1.0,8.21,35.0,180.0,0.1624283885295311,1.0
10024496,-0.5,-0.76,4.5,8.7,0.0,10.84,25.0,71.0,0.1624283885295311,1.0
10043025,0.0,-8.76,-0.2,-26.6,0.0,2.0,22.0,36.0,0.1624283885295311,1.0
10027297,1.0,2.56,-16.91,-60.55,0.0,13.57,13.0,14.0,0.1624283885295311,1.0
9967772,-1.0,-5.0,7.0,139.33,1.0,10.41,36.0,198.0,0.11525735834080339,1.0
9995184,1.0,-2.67,-8.75,43.0,1.0,8.21,35.0,180.0,0.1624283885295311,1.0
10093216,0.0,-0.48,2.11,19.0,0.0,14.91,19.0,34.0,0.11525735834080339,1.0
10053253,0.0,20.27,5.11,-11.0,1.0,35.66,25.0,62.0,0.11525735834080339,1.0
9934940,0.0,-1.87,8.82,37.36,0.0,9.58,37.0,97.0,0.1624283885295311,1.0
9913168,0.0,-0.81,3.0,9.5,0.0,3.52,20.0,62.0,0.14267480887032985,1.0
9968816,0.0,-7.85,10.33,-21.0,0.0,6.13,56.0,72.0,0.07990212050773636,1.0
10025220,0.0,1.91,10.92,38.62,0.0,13.27,74.0,123.0,0.1624283885295311,1.0
9973649,-0.5,3.22,21.63,15.38,0.0,10.17,57.0,73.0,0.07990212050773636,1.0
10043946,-0.5,-3.05,42.0,15.25,0.0,11.19,23.0,38.0,0.11525735834080339,1.0
9984474,0.0,0.66,-3.0,-8.0,0.0,5.46,9.0,26.0,0.14267480887032985,1.0
9966088,0.0,2.23,4.0,-48.67,0.0,17.63,34.0,47.0,0.11525735834080339,1.0
9965874,-0.5,-7.19,-10.5,-45.75,0.0,5.46,9.0,26.0,0.14267480887032985,1.0
9999871,0.0,13.76,35.8,95.2,0.0,29.74,51.0,104.0,0.07990212050773636,1.0
10000013,-0.5,3.64,4.5,16.5,0.0,9.51,13.0,24.0,0.07990212050773636,1.0
10014538,0.0,-10.24,-2.5,-6.5,0.0,10.84,25.0,71.0,0.1624283885295311,1.0
9932320,0.0,0.18,6.82,-28.64,0.0,11.62,25.0,50.0,0.1624283885295311,1.0
9970255,1.0,-11.74,-18.83,-52.33,1.0,2.29,18.0,65.0,0.07990212050773636,1.0
10007267,0.0,15.02,21.75,75.5,0.0,29.74,51.0,104.0,0.07990212050773636,1.0
10026765,0.0,3.58,-26.6,-93.5,0.0,14.37,9.0,12.0,0.1624283885295311,1.0
9997529,0.0,-5.78,-4.43,38.57,1.0,6.34,29.0,172.0,0.1624283885295311,1.0
9997227,0.0,-0.25,5.69,21.31,0.0,10.84,25.0,71.0,0.1624283885295311,1.0
10040556,1.0,2.67,-20.18,-86.64,0.0,14.11,4.0,8.0,0.1624283885295311,1.0
9977627,0.0,7.67,13.25,28.0,0.0,18.56,44.0,69.0,0.1624283885295311,1.0
10065647,1.0,8.03,-11.0,-101.71,0.0,18.18,6.0,17.0,0.11525735834080339,1.0
9961609,0.5,-9.12,-5.5,-35.75,0.0,3.52,20.0,62.0,0.14267480887032985,1.0
10005715,-0.5,-0.62,1.38,16.5,0.0,5.52,24.0,59.0,0.07990212050773636,1.0
9969544,0.0,-7.66,-10.2,-19.4,0.0,9.51,13.0,24.0,0.07990212050773636,1.0
9975079,0.5,-4.56,-10.63,-0.75,1.0,2.29,18.0,65.0,0.07990212050773636,1.0
9974947,1.0,-2.54,2.33,99.33,1.0,8.21,35.0,180.0,0.1624283885295311,1.0
10011430,-0.5,4.74,-1.0,3.5,0.0,13.54,4.0,5.0,0.07990212050773636,1.0
10064330,0.0,0.76,6.25,128.0,1.0,12.28,35.0,190.0,0.11525735834080339,1.0
9917980,0.0,6.65,8.67,71.67,0.0,16.57,15.0,40.0,0.14267480887032985,1.0
9974433,-0.5,1.08,-3.5,-13.0,0.0,5.43,13.0,40.0,0.14267480887032985,1.0
10047026,1.0,-3.11,1.11,144.0,1.0,12.28,35.0,190.0,0.11525735834080339,1.0
9973062,-0.5,-6.13,-20.38,-36.63,0.0,0.81,11.0,14.0,0.07990212050773636,1.0
10029697,-0.5,-2.02,5.5,15.7,0.0,9.58,37.0,97.0,0.1624283885295311,1.0
10040167,1.0,-5.1,-1.18,104.36,1.0,6.34,29.0,172.0,0.1624283885295311,1.0
10052946,0.0,-4.98,-5.89,145.0,1.0,10.41,36.0,198.0,0.11525735834080339,1.0
10032614,-0.5,-8.19,-12.5,-54.3,0.0,3.41,20.0,42.0,0.1624283885295311,1.0
9999001,0.0,-0.04,-7.75,-4.0,0.0,10.84,25.0,71.0,0.1624283885295311,1.0
9964128,0.0,2.77,-11.0,-90.67,0.0,18.18,6.0,17.0,0.11525735834080339,1.0
10013417,0.0,2.4,-7.75,-23.25,0.0,9.06,8.0,14.0,0.07990212050773636,1.0
10013738,-0.5,7.16,-9.38,-20.63,0.0,14.1,1.0,1.0,0.07990212050773636,1.0
10032038,0.5,-6.69,-15.5,-57.3,0.0,4.91,27.0,47.0,0.1624283885295311,1.0
10000468,1.0,8.86,1.8,1.2,1.0,24.84,25.0,57.0,0.07990212050773636,1.0
9978741,0.0,-4.61,-7.71,3.86,1.0,2.29,18.0,65.0,0.07990212050773636,1.0
10050563,0.0,-0.92,48.6,40.4,0.0,11.19,23.0,38.0,0.11525735834080339,1.0
9916037,-0.5,-3.05,-7.5,-33.0,0.0,5.46,9.0,26.0,0.14267480887032985,1.0
9988970,1.0,6.43,22.57,49.57,0.0,18.56,44.0,69.0,0.1624283885295311,1.0
9972319,0.5,-2.79,-5.38,-5.63,1.0,4.16,28.0,60.0,0.07990212050773636,1.0
10028218,1.0,-6.1,-11.31,-52.69,0.0,4.99,25.0,58.0,0.1624283885295311,1.0
9951698,0.5,-3.19,0.0,0.0,0.0,3.52,20.0,62.0,0.14267480887032985,1.0
10075308,0.0,-4.06,-9.5,-184.0,0.0,4.16,20.0,32.0,0.11525735834080339,1.0
10039767,0.0,0.09,15.8,78.4,0.0,10.84,25.0,71.0,0.1624283885295311,1.0
10018685,0.0,-3.63,-13.4,-44.0,0.0,4.99,25.0,58.0,0.1624283885295311,1.0
9995991,1.0,12.63,12.71,147.86,0.0,24.68,23.0,74.0,0.1624283885295311,1.0
9995701,0.0,-1.12,-4.44,-4.11,0.0,9.58,37.0,97.0,0.1624283885295311,1.0
9977004,0.0,7.11,25.82,51.36,0.0,18.56,44.0,69.0,0.1624283885295311,1.0
9976850,0.5,7.07,4.57,46.71,0.0,14.5,26.0,40.0,0.07990212050773636,1.0
9891353,-0.5,-0.72,-11.0,-20.0,0.0,0.74,2.0,3.0,-0.1046057867244647,0.0
9828565,0.5,-1.2,-9.5,-30.0,0.0,1.97,24.0,43.0,-0.1046057867244647,0.0
9787389,0.0,1.77,13.5,47.0,0.0,5.51,40.0,105.0,-0.1046057867244647,0.0
9727275,1.0,-1.83,-7.75,-32.5,0.0,1.66,21.0,34.0,-0.1046057867244647,0.0
9719747,0.0,1.38,3.25,7.5,0.0,4.87,38.0,61.0,-0.1046057867244647,0.0
9712833,0.0,-1.77,-13.5,-47.0,0.0,1.97,24.0,43.0,-0.1046057867244647,0.0
7872913,0.0,-5.03,-28.0,-37.33,0.0,1.41,18.0,30.0,0.007600249330115398,0.0
9320073,0.0,-6.2,-4.33,-1.67,0.0,5.51,40.0,105.0,-0.1046057867244647,0.0
9275863,0.0,11.91,10.0,4.67,0.0,23.52,46.0,70.0,-0.1046057867244647,0.0
9268133,-0.5,0.89,-8.5,-2.5,0.0,6.57,14.0,32.0,-0.1046057867244647,0.0
9170847,0.0,-0.41,9.0,9.0,0.0,5.24,30.0,44.0,-0.1046057867244647,0.0
9169331,0.0,0.91,-6.0,-2.0,0.0,6.57,14.0,32.0,-0.1046057867244647,0.0
9126947,0.0,-0.49,9.0,9.0,0.0,5.24,30.0,44.0,-0.1046057867244647,0.0
9103961,0.0,0.96,-6.33,-2.67,0.0,6.57,14.0,32.0,-0.1046057867244647,0.0
9094491,-1.0,0.14,-1.33,-4.0,0.0,1.73,15.0,19.0,0.019447466718486774,0.0
9006143,0.0,-0.64,5.5,2.5,0.0,1.18,24.0,29.0,0.019447466718486774,0.0
8799783,0.5,-2.88,-1.5,-16.83,0.0,1.44,19.0,26.0,0.019447466718486774,0.0
8791363,0.0,-0.23,1.5,2.0,0.0,5.3,16.0,56.0,0.019447466718486774,0.0
8790867,2.0,-2.42,-6.8,-20.0,0.0,2.5,10.0,19.0,0.019447466718486774,0.0
8710871,0.0,-2.61,-5.5,-21.0,0.0,3.11,7.0,20.0,0.019447466718486774,0.0
8705769,2.0,-0.91,1.67,-2.0,0.0,5.69,14.0,31.0,0.019447466718486774,0.0
8705769,2.0,-0.91,1.67,-2.0,0.0,5.69,3.0,3.0,0.019447466718486774,0.0
8704409,0.0,-1.3,-1.33,-8.0,0.0,5.3,16.0,56.0,0.019447466718486774,0.0
8523335,-1.0,-6.7,-29.88,-93.13,0.0,4.38,10.0,26.0,0.019447466718486774,0.0
8517611,0.0,-5.27,-4.14,-19.29,0.0,6.78,33.0,60.0,0.019447466718486774,0.0
8515415,0.0,-8.7,-40.14,-121.29,0.0,3.36,6.0,16.0,0.019447466718486774,0.0
8464111,0.0,2.1,-21.86,-11.57,1.0,14.23,5.0,11.0,0.019447466718486774,0.0
8456171,0.5,1.2,-7.67,11.5,0.0,13.06,17.0,28.0,0.019447466718486774,0.0
8456171,0.5,1.2,-7.67,11.5,0.0,13.06,1.0,1.0,0.019447466718486774,0.0
8447899,0.5,-8.5,-42.67,-119.5,0.0,3.36,6.0,16.0,0.019447466718486774,0.0
8440903,0.5,1.17,-7.17,11.17,0.0,13.06,17.0,28.0,0.019447466718486774,0.0
8440903,0.5,1.17,-7.17,11.17,0.0,13.06,1.0,1.0,0.019447466718486774,0.0
8420359,1.0,-8.3,-43.6,-115.8,0.0,3.36,6.0,16.0,0.019447466718486774,0.0
8382645,1.0,21.37,92.0,227.25,1.0,35.21,61.0,113.0,0.019447466718486774,0.0
8375147,0.0,-7.07,-17.0,-47.75,0.0,6.78,33.0,60.0,0.019447466718486774,0.0
8373473,-1.0,-8.54,-51.0,-137.75,0.0,5.3,16.0,56.0,0.019447466718486774,0.0
8372225,0.0,-5.76,-24.0,-41.75,0.0,8.09,25.0,73.0,0.019447466718486774,0.0
8096791,-0.5,1.94,11.0,39.5,0.0,8.97,10.0,12.0,0.019447466718486774,0.0
7946583,1.0,-0.54,-1.0,18.22,0.0,3.4,29.0,76.0,0.007600249330115398,0.0
7907603,0.0,-2.45,-24.33,-45.56,0.0,1.4,6.0,12.0,0.007600249330115398,0.0
7874909,0.0,9.84,62.33,81.67,0.0,16.31,92.0,109.0,0.007600249330115398,0.0
7873501,0.0,-0.31,-3.43,18.71,0.0,4.03,31.0,86.0,0.007600249330115398,0.0
7872305,0.0,0.56,4.57,28.71,0.0,4.91,34.0,74.0,0.007600249330115398,0.0
7872281,0.0,-2.95,-24.43,-42.29,0.0,1.4,6.0,12.0,0.007600249330115398,0.0
7858779,0.0,-1.35,-2.88,1.88,0.0,2.72,29.0,65.0,0.007600249330115398,0.0
7858755,0.0,-2.67,-24.88,-45.13,0.0,1.4,6.0,12.0,0.007600249330115398,0.0
7856649,1.0,-2.66,-11.88,-24.13,0.0,1.41,18.0,30.0,0.007600249330115398,0.0
7835719,0.0,-1.38,-3.63,-1.25,0.0,2.72,29.0,65.0,0.007600249330115398,0.0
7830027,0.0,-3.55,-26.43,-45.29,0.0,0.8,8.0,9.0,0.007600249330115398,0.0
7798553,-0.5,0.18,-3.0,-1.0,0.0,1.77,12.0,23.0,0.007600249330115398,0.0
7793131,0.5,-0.18,3.0,1.0,0.0,1.41,18.0,30.0,0.007600249330115398,0.0
7593375,0.0,-0.19,5.75,8.75,0.0,3.4,29.0,76.0,0.007600249330115398,0.0
7589379,1.0,-1.79,-16.25,-41.25,0.0,1.8,12.0,16.0,0.007600249330115398,0.0
7585711,0.0,0.96,2.0,14.0,0.0,5.14,28.0,82.0,0.007600249330115398,0.0
7585127,0.0,0.44,0.75,-2.25,0.0,4.03,31.0,86.0,0.007600249330115398,0.0
7553519,0.0,-1.57,-2.0,-7.67,0.0,3.4,29.0,76.0,0.007600249330115398,0.0
7545167,0.0,-0.45,5.0,23.33,0.0,5.14,28.0,82.0,0.007600249330115398,0.0
7433105,1.0,2.04,5.57,5.14,0.0,6.93,22.0,34.0,0.007600249330115398,0.0
7321445,0.0,0.15,0.0,3.86,0.0,5.83,11.0,21.0,0.007600249330115398,0.0
7320659,0.0,-0.8,-2.83,-12.17,0.0,4.9,14.0,33.0,0.007600249330115398,0.0
7307087,1.0,-0.54,-9.4,-20.0,0.0,5.46,6.0,8.0,0.007600249330115398,0.0
7302371,0.0,-1.72,-6.0,-12.0,0.0,4.21,15.0,41.0,0.007600249330115398,0.0
7302267,0.0,-1.24,9.5,28.75,0.0,5.14,28.0,82.0,0.007600249330115398,0.0
7301107,0.0,-2.98,-1.5,-8.25,0.0,3.4,29.0,76.0,0.007600249330115398,0.0
7247839,1.0,-2.15,-9.33,-17.67,0.0,5.46,6.0,8.0,0.007600249330115398,0.0
7247527,0.0,-2.46,6.67,14.33,0.0,5.14,28.0,82.0,0.007600249330115398,0.0
7219223,0.0,4.71,2.67,5.0,0.0,12.29,8.0,18.0,0.007600249330115398,0.0
7200733,1.0,-2.14,-9.33,-16.0,0.0,5.46,6.0,8.0,0.007600249330115398,0.0
7195881,0.0,-5.37,3.67,-15.0,0.0,5.14,28.0,82.0,0.007600249330115398,0.0
7174209,0.0,3.25,2.0,-11.25,0.0,12.29,8.0,18.0,0.007600249330115398,0.0
6663375,1.0,0.57,-2.0,0.25,0.0,5.68,9.0,15.0,0.007600249330115398,0.0
6072151,0.0,7.78,4.0,57.0,1.0,14.82,4.0,4.0,0.007600249330115398,0.0
6072103,0.0,0.04,9.0,10.25,0.0,5.14,28.0,82.0,0.007600249330115398,0.0
4841015,0.0,-2.37,-2.5,-20.0,0.0,0.77,8.0,8.0,0.206316625551923,0.0
2366019,0.0,6.49,-1.33,37.0,1.0,10.77,10.0,26.0,0.206316625551923,0.0
2362567,0.0,-0.14,-10.0,-10.5,0.0,0.92,12.0,15.0,0.206316625551923,0.0
2231623,0.0,-4.46,0.2,-24.4,0.0,1.8,29.0,31.0,0.206316625551923,0.0
2190695,0.0,3.93,43.0,106.5,0.0,11.44,26.0,36.0,0.206316625551923,0.0
2188963,-1.0,2.43,-9.0,-20.5,0.0,9.94,13.0,30.0,0.206316625551923,0.0
2188243,0.0,-0.31,-13.0,-36.5,0.0,7.2,15.0,16.0,0.206316625551923,0.0
2113147,0.0,-1.66,-7.0,-15.5,0.0,1.78,2.0,2.0,0.206316625551923,0.0
1930515,0.0,0.76,-2.33,-29.67,0.0,5.73,11.0,23.0,0.206316625551923,0.0
1843111,0.0,-3.71,-13.25,-55.0,0.0,2.7,5.0,5.0,0.206316625551923,0.0
1839655,0.0,-1.99,-7.33,-53.33,0.0,5.73,11.0,23.0,0.206316625551923,0.0
1778511,1.0,-0.51,14.33,62.0,0.0,7.3,26.0,51.0,0.206316625551923,0.0
1760071,0.0,-2.37,-2.0,-23.5,0.0,5.73,11.0,23.0,0.206316625551923,0.0
10060810,0.5,5.15,5.0,79.0,1.0,25.03,26.0,77.0,0.3567598821086848,1.0
10070621,0.0,-0.9,5.83,3.33,0.0,12.32,22.0,32.0,0.3567598821086848,1.0
10060265,-1.0,4.17,24.0,41.0,0.0,20.22,46.0,98.0,0.3567598821086848,1.0
10075477,0.0,-0.81,1.67,4.33,0.0,12.32,22.0,32.0,0.3567598821086848,1.0
10061439,0.0,5.08,5.4,89.0,1.0,25.03,26.0,77.0,0.3567598821086848,1.0
10068097,0.0,-7.55,-10.17,-51.67,0.0,5.68,19.0,38.0,0.3567598821086848,1.0
10060836,0.5,-8.03,-22.0,-93.25,0.0,11.9,14.0,33.0,0.3567598821086848,1.0
10075960,0.0,-6.43,-22.33,-50.67,1.0,6.71,12.0,33.0,0.3567598821086848,1.0
10074654,0.0,11.01,22.0,55.6,0.0,20.76,57.0,128.0,0.3567598821086848,1.0
10074654,0.0,11.01,22.0,55.6,0.0,20.76,1.0,1.0,0.3567598821086848,1.0
10061822,0.0,0.79,0.4,-26.0,0.0,20.76,57.0,128.0,0.3567598821086848,1.0
10061822,0.0,0.79,0.4,-26.0,0.0,20.76,1.0,1.0,0.3567598821086848,1.0
10069329,-1.0,5.41,11.0,10.0,0.0,20.76,57.0,128.0,0.3567598821086848,1.0
10069329,-1.0,5.41,11.0,10.0,0.0,20.76,1.0,1.0,0.3567598821086848,1.0
10061933,0.0,4.65,-8.33,51.33,0.0,22.9,10.0,18.0,0.3567598821086848,1.0
10065060,0.0,-12.43,-10.67,-62.83,0.0,4.93,23.0,52.0,0.3567598821086848,1.0
10070364,0.0,-5.57,-14.14,-39.0,1.0,6.71,12.0,33.0,0.3567598821086848,1.0
9029069,0.5,5.12,6.0,203.0,1.0,18.98,47.0,184.0,-0.13349732337221526,0.0
9028781,-0.5,-5.12,-6.0,-184.0,0.0,8.73,33.0,84.0,-0.13349732337221526,0.0
8979753,-0.5,-5.12,-5.5,-184.0,0.0,8.73,33.0,84.0,-0.13349732337221526,0.0
8976991,0.5,5.12,5.5,199.0,1.0,18.98,47.0,184.0,-0.13349732337221526,0.0
8708251,0.0,6.96,-2.5,51.0,1.0,18.98,47.0,184.0,-0.13349732337221526,0.0
7648271,0.0,-0.38,-10.0,-65.0,0.0,2.74,18.0,19.0,-0.13349732337221526,0.0
7313871,1.0,4.78,8.4,15.6,0.0,13.64,28.0,42.0,0.014093536435683333,1.0
1455676,0.0,-1.59,6.0,23.0,0.0,5.82,15.0,41.0,0.014093536435683333,1.0
9954785,1.0,0.64,-3.4,-0.4,0.0,6.39,11.0,28.0,-0.13349732337221526,0.0
9952536,0.0,-0.26,-2.25,-3.5,0.0,5.43,22.0,46.0,-0.13349732337221526,0.0
9952535,0.0,0.05,-5.25,-5.5,0.0,5.74,5.0,6.0,-0.13349732337221526,0.0
9952534,0.0,0.35,7.5,9.0,0.0,5.91,24.0,31.0,-0.13349732337221526,0.0
9952533,0.0,0.68,1.0,3.0,0.0,5.74,5.0,6.0,-0.13349732337221526,0.0
9952370,0.0,-0.6,-9.5,-11.0,0.0,2.17,3.0,5.0,0.11332230202369314,0.0
9952374,0.0,-0.24,0.0,-0.5,0.0,1.37,8.0,13.0,0.14357873571356475,1.0
9952373,0.0,-0.28,-1.0,-2.5,0.0,1.37,8.0,13.0,0.14357873571356475,1.0
9952372,0.0,0.71,0.67,3.33,0.0,3.03,10.0,25.0,0.14357873571356475,1.0
9952207,1.0,-2.35,-9.33,-27.33,0.0,1.58,6.0,8.0,-0.13349732337221526,0.0
9952206,0.0,1.51,5.67,12.67,0.0,5.43,22.0,46.0,-0.13349732337221526,0.0
10031069,0.0,2.03,115.13,380.5,1.0,12.86,134.0,280.0,-0.13349732337221526,0.0
9991044,1.0,-1.64,-7.0,-18.0,0.0,1.67,6.0,13.0,0.014093536435683333,1.0
9995275,-1.0,-0.39,-1.5,0.0,0.0,4.77,17.0,66.0,-0.13349732337221526,0.0
10002555,0.0,0.34,38.6,82.6,1.0,8.8,134.0,280.0,0.004579453257350671,1.0
10002421,0.0,-3.84,-15.6,-36.0,0.0,4.21,14.0,28.0,0.004579453257350671,1.0
9913157,0.0,1.71,8.67,27.67,0.0,9.49,18.0,34.0,0.014093536435683333,1.0
10011765,1.0,-1.88,4.0,3.2,0.0,4.87,10.0,12.0,0.004579453257350671,1.0
9957544,0.0,-0.02,-0.67,-3.67,0.0,2.32,8.0,16.0,0.14357873571356475,1.0
9993497,-0.5,0.44,2.5,3.0,1.0,2.48,9.0,14.0,0.14357873571356475,1.0
10025179,-1.0,-3.59,-45.75,-148.75,0.0,7.27,21.0,27.0,-0.13349732337221526,0.0
10006122,0.0,-0.49,-12.0,-27.0,0.0,6.89,1.0,1.0,0.004579453257350671,1.0
10005912,-1.0,1.16,5.5,57.5,0.0,8.82,19.0,51.0,0.014093536435683333,1.0
10001519,0.0,1.1,21.0,37.0,1.0,8.8,134.0,280.0,0.004579453257350671,1.0
10035248,0.0,-5.48,91.5,314.5,1.0,12.86,134.0,280.0,-0.13349732337221526,0.0
9989237,-1.0,0.53,10.33,21.67,0.0,9.49,18.0,34.0,0.014093536435683333,1.0
9963012,0.5,-5.73,-2.0,-4.5,0.0,2.54,7.0,7.0,0.014093536435683333,1.0
9967533,0.0,2.57,59.0,132.0,1.0,8.8,134.0,280.0,0.004579453257350671,1.0
10069488,0.0,-4.81,-57.4,-184.0,1.0,6.81,31.0,104.0,-0.13349732337221526,0.0
9994068,-0.5,0.17,1.0,1.0,1.0,2.48,9.0,14.0,0.14357873571356475,1.0
9994086,-1.0,0.84,3.67,14.67,0.0,4.77,17.0,66.0,-0.13349732337221526,0.0
10028622,0.0,1.99,115.13,380.5,1.0,12.86,134.0,280.0,-0.13349732337221526,0.0
